date,amount,category
4/22/2018,2.8,paypal
11/9/2018,0.44,supermarkets
8/20/2018,95.5,gas
6/15/2018,44.78,wholesale_clubs
12/13/2018,70.22,hotel
8/2/2018,52.53,miscellaneous
8/30/2018,3.01,online
9/22/2018,4.69,online
7/12/2018,62.74,departmental_store
12/6/2018,65.82,gas
11/23/2018,58.17,groceries
9/5/2018,157.65,miscellaneous
6/20/2018,8.62,restaurants
9/4/2018,0.61,groceries
3/21/2018,8.44,travel_other
6/14/2018,1.64,supermarkets
12/3/2018,805.41,airfare
2/21/2018,916.1,departmental_store
2/7/2018,695.4,supermarkets
3/9/2018,8.9,supermarkets
12/20/2018,2.46,hotel
8/15/2018,6.51,hotel
7/12/2018,6.06,restaurants
2/22/2018,31.83,supermarkets
1/10/2018,712.3,departmental_store
4/23/2018,636.47,hotel
8/12/2018,2.75,amazon
4/28/2018,0.75,amazon
1/8/2018,66.56,restaurants
10/17/2018,13.39,restaurants
10/24/2018,1.91,wholesale_clubs
7/25/2018,1.21,paypal
5/4/2018,0.11,departmental_store
12/25/2018,53.59,hotel
7/24/2018,8.1,hotel
10/17/2018,8.85,supermarkets
6/4/2018,167.55,restaurants
2/10/2018,18.26,restaurants
3/25/2018,12.54,hotel
5/19/2018,459.2,airfare
2/11/2018,23.31,paypal
2/19/2018,770.92,amazon
10/5/2018,1.31,restaurants
4/13/2018,3.48,restaurants
11/8/2018,2.99,wholesale_clubs
8/25/2018,9.56,hotel
8/21/2018,30.82,online
3/7/2018,696.87,departmental_store
2/25/2018,9.56,departmental_store
1/15/2018,216.04,airfare
7/17/2018,447.31,airfare
10/5/2018,2.69,miscellaneous
3/16/2018,535.61,gas
7/17/2018,5.09,departmental_store
12/25/2018,5.14,online
5/1/2018,63.74,hotel
2/1/2018,0.84,paypal
11/6/2018,6.15,miscellaneous
12/28/2018,203.89,airfare
1/7/2018,55.43,hotel
2/1/2018,892.06,hotel
10/19/2018,3.96,departmental_store
12/7/2018,364.92,wholesale_clubs
1/15/2018,60.68,restaurants
6/27/2018,62.23,hotel
4/10/2018,8.55,supermarkets
10/1/2018,688.38,miscellaneous
10/21/2018,557.2,groceries
2/23/2018,4.35,online
8/4/2018,70.48,miscellaneous
6/7/2018,9.53,travel_other
10/23/2018,586.01,gas
8/14/2018,5.16,paypal
2/4/2018,163.6,miscellaneous
5/13/2018,7.77,restaurants
10/15/2018,8.51,miscellaneous
8/19/2018,909.68,miscellaneous
5/18/2018,1.77,wholesale_clubs
8/16/2018,6.54,online
10/4/2018,5.19,miscellaneous
1/3/2018,30.03,supermarkets
7/26/2018,253.43,online
8/14/2018,75.01,miscellaneous
10/1/2018,8.73,amazon
11/4/2018,13.06,airfare
10/18/2018,1.47,supermarkets
1/10/2018,4.37,restaurants
3/24/2018,0.97,restaurants
8/8/2018,842.17,supermarkets
8/19/2018,70.06,restaurants
9/9/2018,0.34,paypal
3/18/2018,59.18,groceries
10/23/2018,84.91,gas
4/21/2018,59.94,groceries
8/8/2018,428.93,departmental_store
1/12/2018,91.72,wholesale_clubs
2/7/2018,7.2,amazon
12/30/2018,9.91,departmental_store
12/2/2018,79.32,groceries
10/14/2018,22.96,groceries
11/14/2018,26.92,amazon
5/20/2018,44.05,miscellaneous
5/23/2018,8.32,paypal
2/24/2018,70.98,departmental_store
12/1/2018,63.55,gas
3/6/2018,7.4,groceries
7/4/2018,934.56,restaurants
8/29/2018,45.06,restaurants
5/7/2018,822.63,airfare
5/17/2018,771.48,travel_other
11/22/2018,80.1,amazon
4/19/2018,8.07,travel_other
9/7/2018,98.3,paypal
1/28/2018,0.88,wholesale_clubs
8/2/2018,6.32,departmental_store
11/2/2018,858.62,miscellaneous
4/26/2018,1.92,groceries
6/3/2018,813.4,departmental_store
7/26/2018,6.91,hotel
1/12/2018,9.16,restaurants
11/19/2018,78.59,miscellaneous
6/5/2018,26.12,wholesale_clubs
12/15/2018,18.36,supermarkets
2/13/2018,863.88,supermarkets
4/25/2018,40.14,online
6/28/2018,8.7,restaurants
11/16/2018,98.69,wholesale_clubs
1/3/2018,6.21,wholesale_clubs
6/23/2018,45.13,paypal
10/7/2018,12.12,airfare
9/12/2018,7.97,amazon
11/23/2018,11.3,airfare
9/5/2018,4.11,paypal
5/26/2018,1.04,hotel
7/29/2018,14.88,airfare
3/18/2018,60.63,travel_other
10/6/2018,93.44,amazon
12/27/2018,4.73,online
10/6/2018,7.48,online
9/24/2018,9.27,restaurants
9/13/2018,35.31,online
5/1/2018,18.66,restaurants
8/22/2018,82.4,wholesale_clubs
4/24/2018,119.99,airfare
8/7/2018,78.18,online
3/29/2018,71.11,wholesale_clubs
2/25/2018,16.68,supermarkets
4/27/2018,522.87,restaurants
5/27/2018,7.47,online
1/15/2018,822.07,travel_other
1/27/2018,0.41,groceries
10/24/2018,89.96,online
7/13/2018,22.05,wholesale_clubs
10/10/2018,2.31,travel_other
12/17/2018,79.04,paypal
4/12/2018,71.08,online
6/28/2018,1.08,amazon
1/8/2018,642.4,restaurants
2/23/2018,31.89,miscellaneous
8/25/2018,168.42,online
5/2/2018,613.6,paypal
11/2/2018,10.16,online
1/22/2018,116.04,restaurants
2/9/2018,3.48,amazon
7/20/2018,81.61,departmental_store
10/19/2018,729.97,miscellaneous
12/17/2018,0.5,travel_other
8/28/2018,82.87,restaurants
5/17/2018,53.88,supermarkets
4/6/2018,8.89,miscellaneous
6/3/2018,4.35,supermarkets
10/5/2018,61.2,miscellaneous
1/11/2018,4.31,groceries
11/7/2018,604.89,amazon
3/15/2018,4.12,groceries
9/17/2018,302.51,restaurants
2/17/2018,2.33,miscellaneous
11/7/2018,45.84,groceries
3/14/2018,3.37,groceries
12/22/2018,9.18,departmental_store
7/24/2018,2.55,online
11/8/2018,76.7,airfare
9/18/2018,4.15,paypal
9/21/2018,71.92,groceries
1/30/2018,17.22,amazon
2/11/2018,51.31,wholesale_clubs
11/13/2018,950.25,groceries
5/18/2018,907.6,airfare
2/16/2018,74.02,airfare
2/23/2018,69.65,airfare
3/15/2018,581.54,paypal
11/24/2018,94.65,miscellaneous
12/5/2018,8.39,wholesale_clubs
5/18/2018,9,supermarkets
11/28/2018,4.11,wholesale_clubs
1/22/2018,773.68,travel_other
9/4/2018,246.86,gas
12/22/2018,81.14,gas
5/27/2018,23.54,gas
1/29/2018,6.83,amazon
6/15/2018,933.65,paypal
11/11/2018,90.25,miscellaneous
3/17/2018,16.65,wholesale_clubs
1/26/2018,65.76,paypal
1/11/2018,88.93,groceries
12/4/2018,8.48,departmental_store
5/24/2018,410.39,groceries
12/18/2018,2.05,hotel
1/7/2018,35.89,wholesale_clubs
2/4/2018,6.62,departmental_store
10/21/2018,692.23,hotel
2/10/2018,9.44,paypal
2/11/2018,9.54,amazon
10/27/2018,58.31,travel_other
10/19/2018,65.33,gas
11/18/2018,88.29,groceries
4/23/2018,170.2,travel_other
1/14/2018,8.22,amazon
6/5/2018,3.27,gas
10/29/2018,84.26,miscellaneous
3/5/2018,419.38,hotel
9/21/2018,38.19,supermarkets
3/10/2018,3.85,groceries
5/19/2018,92.89,gas
1/15/2018,32.2,airfare
10/23/2018,920.17,gas
11/9/2018,3.66,airfare
2/22/2018,5.19,online
2/23/2018,876.15,supermarkets
2/2/2018,665.76,gas
4/18/2018,69.49,online
7/11/2018,221.14,online
9/14/2018,7.1,travel_other
11/24/2018,581.87,travel_other
3/16/2018,645.17,travel_other
3/19/2018,7.75,groceries
2/13/2018,5.03,miscellaneous
11/23/2018,24.55,gas
3/30/2018,6.07,miscellaneous
12/22/2018,476.16,gas
9/6/2018,7.05,wholesale_clubs
10/21/2018,519.76,paypal
4/15/2018,40.01,airfare
10/8/2018,645.16,gas
12/19/2018,9.44,groceries
11/7/2018,64.86,paypal
4/6/2018,8.9,online
2/22/2018,80.75,airfare
5/9/2018,34.07,miscellaneous
6/18/2018,34,paypal
6/27/2018,143.27,hotel
5/30/2018,4.43,supermarkets
7/27/2018,5.54,hotel
11/17/2018,5.3,wholesale_clubs
10/20/2018,831.7,online
8/26/2018,37.25,miscellaneous
10/4/2018,346.48,travel_other
4/24/2018,18.63,gas
12/1/2018,9,wholesale_clubs
11/23/2018,39.86,gas
5/18/2018,0.34,paypal
9/20/2018,845.69,restaurants
10/12/2018,6.05,groceries
10/14/2018,294.56,travel_other
11/4/2018,0.18,miscellaneous
5/11/2018,4.39,amazon
7/17/2018,31.96,groceries
9/22/2018,157.02,supermarkets
5/30/2018,9.21,groceries
7/13/2018,6.86,paypal
10/3/2018,57.09,miscellaneous
10/25/2018,0.4,groceries
3/22/2018,87.02,miscellaneous
1/13/2018,408.68,supermarkets
11/6/2018,912.83,supermarkets
4/17/2018,2.08,miscellaneous
1/21/2018,923.66,groceries
10/16/2018,9.71,groceries
5/30/2018,59.51,wholesale_clubs
12/22/2018,83.54,amazon
3/8/2018,8.67,departmental_store
6/28/2018,97.11,supermarkets
6/4/2018,19.45,groceries
1/9/2018,7.02,gas
12/7/2018,64.06,hotel
10/13/2018,85.01,gas
3/12/2018,34.29,airfare
7/7/2018,4.38,hotel
2/19/2018,8.27,travel_other
6/24/2018,4.24,supermarkets
4/6/2018,9.69,paypal
9/1/2018,2.65,wholesale_clubs
2/15/2018,945.72,wholesale_clubs
9/5/2018,6,amazon
9/2/2018,1.97,wholesale_clubs
5/9/2018,48.29,gas
12/17/2018,85.67,airfare
2/13/2018,6.11,groceries
8/12/2018,723.3,paypal
4/3/2018,26.12,restaurants
5/10/2018,55.53,airfare
1/26/2018,25.6,amazon
1/10/2018,70.16,groceries
11/23/2018,1.09,miscellaneous
11/27/2018,3.63,gas
8/15/2018,99.84,gas
4/7/2018,8.01,wholesale_clubs
2/5/2018,1.05,departmental_store
6/3/2018,971.81,hotel
6/1/2018,9.46,travel_other
3/20/2018,701.31,wholesale_clubs
5/10/2018,5.82,amazon
1/3/2018,258.41,amazon
12/18/2018,23.38,miscellaneous
11/24/2018,96.49,departmental_store
3/21/2018,26.71,supermarkets
4/8/2018,277.63,paypal
12/6/2018,20.57,gas
4/13/2018,369.55,paypal
10/9/2018,275.04,groceries
5/2/2018,1.91,gas
4/28/2018,350.12,restaurants
7/20/2018,52.25,travel_other
6/12/2018,7.65,travel_other
10/13/2018,217.09,airfare
10/21/2018,77.25,wholesale_clubs
1/13/2018,1.5,groceries
6/4/2018,989.1,online
3/19/2018,75.09,hotel
11/13/2018,99.6,online
10/26/2018,76.24,restaurants
10/6/2018,578.1,restaurants
9/24/2018,99.07,paypal
1/10/2018,87.49,groceries
3/18/2018,24.44,wholesale_clubs
4/6/2018,152.67,online
10/22/2018,14.82,paypal
4/3/2018,454.64,groceries
10/22/2018,338.45,amazon
9/20/2018,7.15,restaurants
7/8/2018,527.58,paypal
10/1/2018,720.63,restaurants
10/19/2018,7.18,groceries
3/14/2018,166.39,restaurants
11/6/2018,53.92,paypal
9/6/2018,452.88,online
5/19/2018,0.2,supermarkets
9/6/2018,7.04,wholesale_clubs
10/21/2018,99.32,miscellaneous
12/14/2018,424.86,gas
2/17/2018,995.85,wholesale_clubs
12/6/2018,682.91,supermarkets
2/19/2018,92.47,departmental_store
12/10/2018,555.32,amazon
4/5/2018,8.95,miscellaneous
12/30/2018,3.8,travel_other
4/28/2018,899.34,amazon
10/22/2018,14.75,paypal
6/1/2018,977.82,wholesale_clubs
4/2/2018,27.4,groceries
9/26/2018,80.2,groceries
12/22/2018,4.71,miscellaneous
2/12/2018,930.9,paypal
9/12/2018,3.89,online
4/29/2018,33.51,airfare
5/28/2018,0.28,amazon
7/25/2018,93.56,online
1/1/2018,4.81,online
2/22/2018,6.6,departmental_store
9/2/2018,481.21,departmental_store
11/14/2018,7.95,wholesale_clubs
8/25/2018,5.04,gas
2/5/2018,3.57,travel_other
12/22/2018,4.24,hotel
6/7/2018,88.42,online
10/25/2018,855.51,supermarkets
6/14/2018,5.31,hotel
8/23/2018,36.11,hotel
7/19/2018,22.15,supermarkets
12/26/2018,10.7,supermarkets
8/6/2018,559.99,wholesale_clubs
4/20/2018,9.63,paypal
12/30/2018,3.4,airfare
4/20/2018,4.14,supermarkets
12/18/2018,655.96,amazon
8/23/2018,4.8,supermarkets
7/2/2018,2.71,travel_other
2/2/2018,0.76,miscellaneous
8/18/2018,4.64,departmental_store
4/14/2018,4.73,supermarkets
8/12/2018,73.37,restaurants
7/22/2018,7.55,miscellaneous
1/14/2018,40.78,travel_other
4/9/2018,725.94,groceries
10/29/2018,43.5,amazon
7/29/2018,845.29,hotel
7/13/2018,15.61,departmental_store
7/6/2018,12.11,restaurants
10/3/2018,28.9,travel_other
5/6/2018,292.26,groceries
3/1/2018,95.61,groceries
9/24/2018,8.79,amazon
11/6/2018,340.33,airfare
4/9/2018,46.06,online
9/14/2018,72.51,travel_other
1/11/2018,299.64,travel_other
12/13/2018,6.98,wholesale_clubs
11/9/2018,21.86,groceries
10/5/2018,543.44,paypal
11/23/2018,2.17,wholesale_clubs
3/22/2018,1.89,groceries
4/13/2018,67.22,amazon
4/26/2018,184.04,hotel
8/16/2018,3.71,online
12/11/2018,4.07,miscellaneous
1/20/2018,8.59,travel_other
4/24/2018,11.25,paypal
8/6/2018,2.35,miscellaneous
9/6/2018,554.45,amazon
8/25/2018,53.93,online
10/21/2018,941.69,hotel
9/19/2018,93.79,gas
3/6/2018,0.49,online
7/6/2018,107.28,gas
9/13/2018,617.75,groceries
3/21/2018,235.94,miscellaneous
8/2/2018,82.7,travel_other
9/1/2018,181.78,hotel
11/1/2018,3.56,wholesale_clubs
8/4/2018,15.42,paypal
11/2/2018,329.47,groceries
11/16/2018,8.58,groceries
10/25/2018,8.23,paypal
6/12/2018,2.41,gas
5/28/2018,753.19,miscellaneous
10/15/2018,900.38,paypal
2/14/2018,8.89,supermarkets
3/28/2018,9.41,paypal
8/7/2018,3.42,groceries
2/1/2018,784.54,hotel
5/19/2018,9.41,airfare
12/15/2018,9.03,restaurants
8/18/2018,95.5,gas
10/28/2018,962.51,groceries
6/3/2018,813.22,miscellaneous
7/10/2018,275.45,departmental_store
10/29/2018,9.36,hotel
1/4/2018,91.04,airfare
11/29/2018,616.45,hotel
5/21/2018,3.84,online
10/8/2018,11.65,wholesale_clubs
3/17/2018,81.22,groceries
10/19/2018,220.83,amazon
10/4/2018,18.01,amazon
8/18/2018,8.89,hotel
3/18/2018,1.91,supermarkets
12/3/2018,63.43,wholesale_clubs
8/19/2018,40.15,paypal
2/14/2018,650.52,airfare
6/5/2018,17.94,restaurants
6/12/2018,438.66,travel_other
5/26/2018,95.08,miscellaneous
8/13/2018,4.11,hotel
9/19/2018,37.8,restaurants
5/15/2018,92.13,airfare
4/24/2018,571.35,amazon
12/11/2018,94.29,airfare
10/13/2018,595.14,paypal
1/19/2018,1.67,travel_other
5/12/2018,91.79,departmental_store
12/12/2018,8.59,travel_other
8/2/2018,469.1,wholesale_clubs
1/16/2018,1.3,hotel
12/24/2018,212.61,online
5/22/2018,2.51,hotel
10/28/2018,50.54,paypal
6/24/2018,7.06,online
9/6/2018,666.89,miscellaneous
4/29/2018,2.17,restaurants
6/23/2018,720.92,restaurants
3/29/2018,751.41,miscellaneous
3/23/2018,189.69,gas
3/6/2018,998.11,amazon
3/29/2018,7.71,groceries
10/30/2018,1.84,hotel
12/26/2018,5.35,hotel
10/18/2018,22.88,miscellaneous
7/7/2018,328.33,groceries
5/8/2018,589.66,miscellaneous
4/14/2018,6.44,gas
4/10/2018,23.27,online
8/25/2018,65.71,airfare
4/18/2018,2.31,restaurants
12/5/2018,9.47,online
4/9/2018,7.59,groceries
11/17/2018,4.53,online
10/30/2018,4.48,gas
12/6/2018,37.6,gas
5/12/2018,86.64,departmental_store
12/30/2018,5.35,gas
6/8/2018,23.38,supermarkets
11/2/2018,579.44,wholesale_clubs
6/20/2018,653.66,wholesale_clubs
3/16/2018,15.5,miscellaneous
4/7/2018,574.85,online
3/9/2018,5.58,supermarkets
5/22/2018,93.39,paypal
2/8/2018,0.04,wholesale_clubs
1/4/2018,7.5,departmental_store
7/28/2018,51.67,airfare
9/11/2018,1.4,gas
2/6/2018,6.31,amazon
4/14/2018,216.12,restaurants
2/27/2018,318.94,amazon
1/25/2018,859.2,online
2/22/2018,81.04,online
8/14/2018,4.8,airfare
5/27/2018,7.91,supermarkets
12/16/2018,3.23,travel_other
12/7/2018,1.53,supermarkets
2/26/2018,186.67,departmental_store
3/11/2018,7.5,travel_other
7/1/2018,42.8,supermarkets
1/14/2018,781.57,restaurants
4/22/2018,2.12,wholesale_clubs
6/14/2018,59.72,paypal
2/6/2018,385.6,departmental_store
7/29/2018,0.94,online
7/28/2018,769.37,hotel
7/7/2018,8.91,hotel
10/4/2018,7.75,departmental_store
7/9/2018,5.82,gas
2/22/2018,404.04,amazon
4/20/2018,8.18,paypal
10/20/2018,163.32,online
9/6/2018,105.7,groceries
6/23/2018,64.52,gas
3/16/2018,79.71,restaurants
1/21/2018,6.98,amazon
12/28/2018,60.94,departmental_store
6/11/2018,4.64,groceries
6/10/2018,61.99,paypal
4/1/2018,163.22,miscellaneous
2/5/2018,982.23,restaurants
8/16/2018,4.79,wholesale_clubs
7/2/2018,34.43,travel_other
1/21/2018,5.15,supermarkets
8/25/2018,345.71,paypal
4/29/2018,2.99,paypal
1/22/2018,37.37,miscellaneous
5/11/2018,3.79,airfare
12/16/2018,458.96,airfare
11/13/2018,27.69,miscellaneous
2/20/2018,32.29,miscellaneous
2/6/2018,9.65,online
2/14/2018,9.13,amazon
4/3/2018,3.75,wholesale_clubs
1/3/2018,64.27,supermarkets
12/12/2018,49.81,amazon
5/4/2018,873.62,paypal
3/29/2018,4.16,online
3/1/2018,12.09,online
10/22/2018,6.3,travel_other
9/23/2018,4.81,groceries
12/19/2018,87.91,hotel
9/10/2018,268.3,airfare
10/22/2018,85.29,airfare
8/1/2018,255.08,gas
8/5/2018,9.38,airfare
5/12/2018,63.46,gas
1/26/2018,80.87,paypal
4/4/2018,913.44,travel_other
2/21/2018,2.06,miscellaneous
9/17/2018,4.14,airfare
4/11/2018,105.79,online
12/16/2018,64.18,airfare
3/27/2018,671.61,amazon
8/3/2018,6.17,travel_other
7/16/2018,78.73,wholesale_clubs
6/6/2018,0.45,hotel
10/24/2018,57.49,online
7/26/2018,59.55,supermarkets
9/21/2018,963.75,online
12/17/2018,189.17,miscellaneous
10/5/2018,244.8,miscellaneous
12/13/2018,642.77,miscellaneous
6/22/2018,31.89,departmental_store
7/13/2018,194.82,amazon
2/17/2018,4.48,hotel
11/17/2018,5.86,restaurants
10/12/2018,78.97,supermarkets
7/19/2018,204.34,online
2/16/2018,62.65,hotel
7/18/2018,27.49,online
10/23/2018,927.53,online
8/12/2018,144.19,amazon
2/18/2018,662.61,groceries
3/25/2018,93.41,gas
2/4/2018,498.11,paypal
12/27/2018,982.93,supermarkets
1/28/2018,83.2,groceries
5/29/2018,2.9,amazon
1/23/2018,8.86,miscellaneous
4/17/2018,44.81,gas
4/13/2018,62.53,airfare
3/12/2018,3.41,hotel
3/27/2018,0.93,supermarkets
10/5/2018,64.57,airfare
1/1/2018,2.47,online
2/11/2018,50.53,online
7/27/2018,7.94,wholesale_clubs
10/3/2018,6.63,supermarkets
8/24/2018,23.54,groceries
1/10/2018,864.44,departmental_store
9/20/2018,49.51,miscellaneous
6/7/2018,4.88,airfare
5/15/2018,770.93,gas
11/18/2018,6.47,paypal
6/10/2018,928.87,hotel
12/24/2018,663.7,travel_other
2/4/2018,26.85,groceries
10/12/2018,7.08,online
4/26/2018,34.53,hotel
7/25/2018,1.93,online
3/10/2018,659.24,wholesale_clubs
3/29/2018,6.23,paypal
12/25/2018,0.45,restaurants
5/25/2018,879.91,restaurants
4/3/2018,27.35,hotel
12/21/2018,7.27,travel_other
1/11/2018,3.87,departmental_store
4/27/2018,1.72,travel_other
8/15/2018,98.68,paypal
2/27/2018,285.54,hotel
2/9/2018,36.38,online
8/29/2018,4.34,gas
6/26/2018,6.79,airfare
4/1/2018,16.18,paypal
11/27/2018,82.17,paypal
8/3/2018,55.29,hotel
2/22/2018,3.66,miscellaneous
10/21/2018,4.02,miscellaneous
10/20/2018,81.77,amazon
5/1/2018,176.54,gas
2/17/2018,90.97,travel_other
6/2/2018,486.27,wholesale_clubs
8/21/2018,0.85,wholesale_clubs
8/19/2018,447.33,restaurants
1/17/2018,769.58,wholesale_clubs
10/7/2018,127.33,restaurants
8/30/2018,43.26,supermarkets
5/22/2018,1.76,amazon
5/26/2018,0.37,miscellaneous
6/21/2018,73.49,wholesale_clubs
9/15/2018,181.24,restaurants
7/13/2018,766.09,hotel
10/2/2018,30.6,hotel
10/7/2018,359.66,restaurants
11/14/2018,8.19,amazon
11/2/2018,4.26,supermarkets
11/28/2018,6.27,wholesale_clubs
3/1/2018,882.73,supermarkets
9/20/2018,5.31,gas
7/2/2018,507.58,amazon
6/15/2018,7.24,gas
1/23/2018,1.95,miscellaneous
8/6/2018,2.14,paypal
5/25/2018,733.33,amazon
3/7/2018,8.34,departmental_store
5/5/2018,80.73,miscellaneous
6/11/2018,6.89,departmental_store
10/5/2018,3.52,online
8/23/2018,17.01,paypal
5/19/2018,60.21,paypal
6/16/2018,37.27,restaurants
6/5/2018,88.9,paypal
10/24/2018,12.71,miscellaneous
12/16/2018,33.56,restaurants
1/15/2018,4.23,amazon
5/3/2018,94.82,groceries
10/26/2018,2.35,supermarkets
10/24/2018,2.51,gas
9/23/2018,7.46,restaurants
12/3/2018,7.82,supermarkets
7/15/2018,603.99,groceries
5/1/2018,3.69,airfare
5/22/2018,48.69,amazon
10/14/2018,205.96,restaurants
4/16/2018,932.29,wholesale_clubs
10/29/2018,1.81,amazon
3/22/2018,7.07,travel_other
10/14/2018,8.67,miscellaneous
12/14/2018,9.48,paypal
12/17/2018,37.68,groceries
3/1/2018,741.79,amazon
1/23/2018,72.85,supermarkets
8/26/2018,7.61,paypal
8/27/2018,358.87,wholesale_clubs
12/6/2018,8.22,amazon
4/15/2018,383.23,travel_other
3/30/2018,5.39,airfare
6/2/2018,27.69,wholesale_clubs
2/12/2018,51.97,wholesale_clubs
8/5/2018,2.73,miscellaneous
2/15/2018,6.89,airfare
9/9/2018,32.75,travel_other
10/30/2018,947.74,restaurants
3/7/2018,78.08,departmental_store
6/25/2018,192.2,groceries
2/18/2018,8.49,wholesale_clubs
6/9/2018,66.04,airfare
11/22/2018,988.12,paypal
5/6/2018,1.95,gas
1/9/2018,90.79,restaurants
9/4/2018,560.62,online
6/1/2018,3.94,restaurants
1/4/2018,19.18,online
8/13/2018,5.94,departmental_store
5/21/2018,6.25,hotel
11/28/2018,9.99,gas
7/23/2018,7.26,amazon
10/11/2018,20.7,gas
3/12/2018,79.48,airfare
1/24/2018,331.8,wholesale_clubs
4/5/2018,77.21,wholesale_clubs
4/24/2018,967.93,online
5/1/2018,411.56,departmental_store
9/23/2018,576.23,travel_other
10/17/2018,39.75,hotel
4/9/2018,651.51,airfare
11/12/2018,1.19,online
7/9/2018,825.99,wholesale_clubs
10/19/2018,55.38,online
3/15/2018,141.64,supermarkets
4/12/2018,3.53,hotel
11/26/2018,74.95,restaurants
6/7/2018,0.93,online
7/14/2018,161.91,amazon
7/5/2018,8.4,supermarkets
12/27/2018,12.58,paypal
10/27/2018,2.91,miscellaneous
11/22/2018,73.48,restaurants
8/24/2018,5.2,miscellaneous
4/14/2018,59.52,airfare
3/3/2018,868.22,hotel
8/15/2018,15.83,online
5/4/2018,10.79,groceries
7/3/2018,129.16,travel_other
4/27/2018,997.82,restaurants
6/10/2018,19.78,restaurants
10/24/2018,784.11,restaurants
7/21/2018,4.85,online
7/22/2018,1.51,travel_other
2/20/2018,69.83,paypal
3/15/2018,13.1,gas
12/1/2018,15.47,wholesale_clubs
12/16/2018,5.99,online
1/29/2018,165.01,paypal
2/12/2018,3.54,supermarkets
10/21/2018,70.22,amazon
3/27/2018,95.37,hotel
2/9/2018,2.56,gas
1/10/2018,26.12,online
1/28/2018,849.93,groceries
4/26/2018,38.78,wholesale_clubs
5/16/2018,104.18,hotel
10/25/2018,0.93,online
5/1/2018,116.27,supermarkets
10/13/2018,637.63,departmental_store
3/14/2018,62.93,hotel
1/30/2018,83.49,paypal
12/19/2018,558.52,wholesale_clubs
7/8/2018,469.6,hotel
5/18/2018,88.31,miscellaneous
8/2/2018,269.58,airfare
8/21/2018,6.48,restaurants
11/22/2018,7.43,departmental_store
5/19/2018,9.64,amazon
3/23/2018,9.85,online
8/19/2018,9.38,gas
1/15/2018,92.76,departmental_store
11/24/2018,7.31,groceries
12/1/2018,585.84,supermarkets
12/16/2018,5.77,hotel
8/25/2018,71.5,wholesale_clubs
11/26/2018,832.47,airfare
4/22/2018,73.14,travel_other
2/11/2018,23.98,restaurants
12/9/2018,1.51,groceries
6/8/2018,756.35,supermarkets
4/6/2018,467.76,miscellaneous
2/11/2018,55.97,hotel
5/2/2018,58.86,airfare
8/16/2018,0.43,groceries
7/19/2018,2.07,paypal
11/15/2018,17.43,supermarkets
9/17/2018,4.2,miscellaneous
3/8/2018,49.48,supermarkets
8/13/2018,4.9,miscellaneous
4/27/2018,578.49,departmental_store
3/24/2018,1.79,gas
1/6/2018,91.84,miscellaneous
12/2/2018,811.86,airfare
1/19/2018,0.19,supermarkets
6/13/2018,7.07,departmental_store
2/13/2018,131.73,miscellaneous
1/14/2018,7.4,supermarkets
7/9/2018,1.7,amazon
12/22/2018,7.43,wholesale_clubs
5/27/2018,444.21,airfare
12/8/2018,2.17,restaurants
6/14/2018,94.42,online
2/7/2018,16.29,airfare
3/9/2018,36.49,groceries
6/20/2018,395.72,miscellaneous
8/3/2018,4.9,restaurants
4/14/2018,469.21,wholesale_clubs
6/13/2018,6.04,paypal
11/22/2018,174.77,wholesale_clubs
6/12/2018,444.78,miscellaneous
3/3/2018,11.53,paypal
5/19/2018,3.51,paypal
12/8/2018,0.91,departmental_store
9/6/2018,54.93,restaurants
8/14/2018,37.59,airfare
9/4/2018,4.3,groceries
2/11/2018,89.26,airfare
1/11/2018,282.49,travel_other
12/26/2018,3.78,supermarkets
2/22/2018,0.11,groceries
8/20/2018,91.87,airfare
10/2/2018,68.39,travel_other
4/25/2018,52.84,groceries
1/25/2018,3.56,travel_other
11/5/2018,5.65,travel_other
9/15/2018,2.47,wholesale_clubs
12/9/2018,48.47,groceries
10/25/2018,64.53,restaurants
3/20/2018,5.07,gas
11/15/2018,49.52,miscellaneous
4/19/2018,0.1,online
12/30/2018,6.87,miscellaneous
10/19/2018,2.88,restaurants
9/21/2018,622.59,amazon
1/3/2018,386.63,travel_other
4/4/2018,55.97,paypal
12/15/2018,9.68,airfare
4/25/2018,81.32,groceries
11/7/2018,549.05,online
2/16/2018,755.42,travel_other
12/17/2018,27.4,hotel
12/23/2018,79.81,gas
10/18/2018,5.15,travel_other
7/18/2018,786.77,paypal
3/4/2018,95.45,miscellaneous
8/21/2018,451.96,paypal
7/15/2018,59.29,wholesale_clubs
12/19/2018,0.21,supermarkets
10/29/2018,81.98,airfare
2/22/2018,7.17,wholesale_clubs
7/13/2018,418.17,travel_other
11/17/2018,7.32,hotel
6/23/2018,5.25,miscellaneous
3/16/2018,7.1,airfare
1/7/2018,612.96,hotel
8/1/2018,831.67,restaurants
1/14/2018,57.76,hotel
2/7/2018,4.21,paypal
4/15/2018,30.25,airfare
1/26/2018,825.91,restaurants
7/16/2018,796.64,gas
1/9/2018,429.82,departmental_store
4/23/2018,85.03,hotel
1/26/2018,115.54,groceries
2/21/2018,651.79,wholesale_clubs
5/27/2018,38.69,miscellaneous
2/24/2018,681.83,paypal
9/18/2018,14.11,restaurants
5/3/2018,8.97,paypal
9/23/2018,928.05,gas
10/9/2018,6.72,travel_other
6/28/2018,2.53,miscellaneous
11/26/2018,880.39,groceries
